city,date,fare,ride_id
West Heidi,2/27/2019,35.19,6998274661093
West Heidi,3/2/2019,23.55,6478066239773
Roberthaven,3/30/2019,16.2,2949492899335
Karenberg,4/7/2019,16.11,4806086618308
Port Angela,3/8/2019,23.06,2750735754263
Hurleymouth,2/7/2019,36.7,174817935586
Simpsonburgh,3/31/2019,24.16,9709763173877
South Jack,3/14/2019,18.66,3511595408654
New Jacobville,3/10/2019,10.63,650454073183
Williamsstad,4/16/2019,32.43,7177820757193
Port Johnbury,3/27/2019,38.99,4115681049074
North Jasmine,2/17/2019,35.11,6620977832578
South Jack,1/3/2019,4.95,9005601861976
Pattyland,4/23/2019,13.01,9345291289088
Raymondhaven,2/16/2019,24.31,8960623511494
Joneschester,4/24/2019,9.78,967059001191
North Jason,2/19/2019,15.87,7791829022351
Williamsstad,2/22/2019,20.56,5813755050580
West Christopherberg,2/19/2019,40.98,752483924594
South Karenland,3/19/2019,23.07,5759339375338
Rodneyfort,3/7/2019,7.78,2859632419166
Lake Scottton,2/5/2019,24.54,3770264244362
Royland,1/26/2019,14.68,1747288700619
Martinezhaven,1/21/2019,42.75,9056087833483
West Patrickchester,3/17/2019,17.38,3066494740812
Raymondhaven,3/31/2019,36.29,8959236448389
West Robert,3/6/2019,22.86,2318924655908
South Evanton,2/25/2019,15.06,8873328684410
West Christopherberg,3/7/2019,32.27,2175995190390
West Josephberg,4/19/2019,42.53,6114371775734
Liumouth,3/6/2019,23.53,2430165353440
West Christopherberg,2/10/2019,8.42,836258929042
Hurleymouth,2/23/2019,18.15,6051426056694
Port Angela,2/26/2019,28.52,6783567697046
West Samuelburgh,1/31/2019,14.11,6038399993379
North Barbara,4/6/2019,26.64,929433010137
Rodneyfort,4/29/2019,44.28,6979257207125
North Jason,4/5/2019,31.89,9988466063962
Port David,2/11/2019,10.05,6921950351964
Raymondhaven,1/27/2019,41.76,7325938233362
Barajasview,3/12/2019,37.05,1829231979881
Liumouth,1/17/2019,33.29,3424319492696
North Barbara,3/24/2019,4.05,5344060775757
Valentineton,4/3/2019,18.62,555060361832
West Samuelburgh,4/17/2019,10.58,2071898775101
Carriemouth,1/15/2019,24.13,7417680158298
Carriemouth,5/8/2019,21.99,117997692054
Erikaland,2/21/2019,12.44,2705086825803
Grahamburgh,1/18/2019,23.35,8084539320626
East Kaylahaven,1/29/2019,9.81,2058424667529
Carriemouth,2/4/2019,24.87,6015598860404
Justinberg,4/14/2019,24.34,1492818096457
Pattyland,1/1/2019,42.11,9614950109785
Royland,4/9/2019,22.89,5157860209922
Huntermouth,3/14/2019,30.49,9537564108817
Huntermouth,1/17/2019,41.48,7802304472162
Huntermouth,2/3/2019,31.43,4782856135575
South Evanton,2/21/2019,34.21,5093964974376
West Robert,4/12/2019,32.48,7544372967170
Raymondhaven,3/2/2019,5.19,4175054279743
Port Frank,4/2/2019,13.55,4849705700770
West Heidi,3/18/2019,4.29,4315017466135
Amandaburgh,4/1/2019,24.29,1995462170530
Liumouth,2/27/2019,43.31,1510929985528
Barajasview,3/15/2019,28.3,1314271514395
New Kimberlyborough,3/19/2019,27.37,533038154167
West Samuelburgh,1/6/2019,43.05,9810772317135
Lake Scottton,1/28/2019,23.95,9483395581537
North Jason,1/14/2019,26.58,8642389596914
East Kaylahaven,3/23/2019,4.64,1908039054942
Johnton,3/15/2019,43.5,7134200570421
Roberthaven,2/22/2019,27.48,9420000697474
Robertport,1/25/2019,44.75,6711343300903
Joneschester,2/16/2019,9.48,4155294950060
Johnton,5/2/2019,32.38,8954815235985
West Anthony,2/19/2019,27.9,4267516319637
Martinezhaven,3/11/2019,7.01,7636746329063
Port Johnbury,3/30/2019,15.17,4900589555228
Williamsview,4/7/2019,19.19,8047769956638
West Robert,2/23/2019,33.24,3055026277315
Barajasview,3/19/2019,26.6,5623058981104
Williamsstad,5/6/2019,40.79,8720870563338
Justinberg,1/22/2019,38.3,1287829992528
Justinberg,4/16/2019,16.58,1476443795435
Carriemouth,2/17/2019,22.66,3717939611043
South Evanton,4/10/2019,30.36,5254904485721
Simpsonburgh,2/14/2019,30,7644620182703
New Kimberlyborough,1/7/2019,15.22,7020071980202
Richardfort,4/3/2019,40.77,9496210735824
Williamsview,1/5/2019,21.59,6180215746345
Carriemouth,1/4/2019,31.99,4872537912318
West Christopherberg,4/6/2019,25.31,3275952096570
New Jacobville,4/10/2019,42.92,4021024039865
Karenberg,4/23/2019,26.92,9685096099889
Johnton,2/28/2019,12.02,6670296339067
Amandaburgh,4/20/2019,16.27,3513123734716
Port Frank,4/25/2019,19.43,7792158774140
Martinezhaven,2/3/2019,11.61,3416645088537
Joneschester,3/9/2019,39.32,1553159622320
West Robert,4/7/2019,40.69,502550639735
West Heidi,2/6/2019,40.55,6257937027554
Lake Jonathanshire,1/24/2019,34.65,3319117904437
Johnton,1/22/2019,24.17,7413359170219
South Karenland,1/31/2019,36.28,9219993138886
Liumouth,1/5/2019,27.02,3773616513642
Port Angela,2/8/2019,15.58,7388734438164
Johnton,2/26/2019,18.76,6360819904963
Pattyland,2/5/2019,28.81,115406526815
Deanville,4/26/2019,28.44,3326161310503
West Anthony,3/3/2019,20.71,7550332627602
South Phillip,2/28/2019,42.2,9813556258471
North Jason,1/5/2019,16.22,3842420346576
Loganberg,1/31/2019,13.69,4066009191862
Port Frank,1/27/2019,38.97,5944395790403
South Evanton,3/6/2019,44.41,2760303116294
West Angela,1/22/2019,32.18,4244815728759
Rodneyfort,4/12/2019,27.81,5669400941983
Carriemouth,4/28/2019,37.35,4812351487449
Hurleymouth,2/28/2019,44.85,5104279018287
Lake Danielberg,3/20/2019,33.9,25082058503
Lake Jonathanshire,3/24/2019,14.94,1670908453476
Williamsview,5/4/2019,32.8,2677734881755
West Josephberg,2/19/2019,4.07,1348027294873
Christopherfurt,4/6/2019,27.46,7399938354587
South Phillip,2/1/2019,39.27,5307992243039
New Paulville,2/18/2019,38.97,1733923029962
Grahamburgh,3/24/2019,32.17,2400244207933
Port Johnbury,2/8/2019,7.63,3497571495972
Port David,3/4/2019,23.7,6492204643079
West Ericstad,4/13/2019,22.39,5770758245255
Karenside,5/3/2019,32.68,9194164542801
Valentineton,2/25/2019,10.21,4595886540802
Martinezhaven,3/21/2019,39.26,9867639864905
Huntermouth,3/21/2019,27.96,3030924771455
Rogerston,3/18/2019,8.58,4178975305980
West Angela,3/7/2019,14.8,5022473192100
Rodneyfort,3/15/2019,30.83,4175051895472
North Jasmine,4/24/2019,28.24,8273889689587
Raymondhaven,1/25/2019,14.65,3912461075756
Richardfort,2/19/2019,27.11,8690324801449
West Josephberg,3/16/2019,10.04,6775774050400
Erikaland,5/7/2019,22.72,5590425216650
Royland,1/15/2019,4.1,9409233443225
Roberthaven,3/27/2019,11.51,9185063648602
Justinberg,4/16/2019,27.1,1854545390206
East Kaylahaven,1/4/2019,24.37,5735199074888
North Jason,2/22/2019,18.67,190295095970
Karenside,2/12/2019,25.58,6569017784661
Raymondhaven,2/28/2019,11.26,3122705988715
Amandaburgh,3/13/2019,13.88,6222134922674
Amandaburgh,4/22/2019,42.52,1901157522591
New Jacobville,4/27/2019,37.6,8780897700109
West Ericstad,4/19/2019,5.75,3497133215697
Christopherfurt,1/4/2019,15.47,1471158684562
Port David,3/27/2019,18.43,4635592843405
Martinezhaven,2/15/2019,15.93,9624577513483
West Robert,2/27/2019,22.81,5714311770037
South Michelleport,3/8/2019,27.42,3754244416932
Robertport,5/3/2019,31.62,4852264393826
West Anthony,2/4/2019,20.09,4221519670218
West Angela,3/20/2019,23.83,8750806883711
South Michelleport,5/7/2019,4.47,289109337792
New Paulville,5/1/2019,10.3,1057570440612
Justinberg,2/19/2019,36.27,7286435159398
Leahton,1/8/2019,39.81,457901817044
Justinberg,2/1/2019,31.07,2739645930677
South Latoya,2/12/2019,28.92,5779826808279
Williamsview,2/8/2019,25.3,2324596536285
Joneschester,1/15/2019,13.43,2235858014628
Williamsstad,1/6/2019,43.5,2047847470762
South Karenland,1/25/2019,31.02,500482494804
Carriemouth,4/1/2019,27.84,6589827440342
Valentineton,1/1/2019,12.31,4757042711529
Christopherfurt,3/12/2019,35.57,8286128053094
Huntermouth,2/5/2019,28.58,314351998542
Deanville,2/17/2019,25.33,2749473314662
North Barbara,5/5/2019,26.54,4328278612005
West Angela,1/25/2019,41.05,4602414089174
Martinezhaven,4/15/2019,35.45,4822605030086
West Anthony,1/12/2019,37.66,410252345130
West Samuelburgh,4/25/2019,26.44,4338654863099
West Josephberg,4/29/2019,28.73,1732534308091
Liumouth,4/11/2019,15.55,6828487158380
Karenside,4/4/2019,42.27,6771503242603
Loganberg,4/4/2019,25.93,186095541779
Johnton,1/21/2019,28.59,5597542881853
Carriemouth,3/8/2019,34.32,7984921253550
South Latoya,1/2/2019,43.72,390121563394
South Phillip,3/25/2019,7.04,7931640018113
Lake Danielberg,3/21/2019,14.12,8573675679656
Jerryton,1/27/2019,5.21,2366544103859
Simpsonburgh,4/28/2019,10.07,2994799721179
Amandaburgh,2/6/2019,11.93,7550325158038
Karenberg,2/14/2019,11.06,4344963104211
Jerryton,1/16/2019,22.26,974452603143
East Kaylahaven,3/27/2019,25.29,4840735033487
Pattyland,2/11/2019,33.21,1325884456705
South Michelleport,2/6/2019,25.58,6814776861505
Martinezhaven,2/23/2019,15.48,5946821101050
Loganberg,1/5/2019,5.92,5327695501243
New Paulville,4/13/2019,8.69,592220311870
South Evanton,1/10/2019,37.03,4817994919104
Port Angela,2/6/2019,24.47,1469816216996
West Gabriel,4/21/2019,4.96,2694140247746
New Kimberlyborough,3/28/2019,10.91,935421621766
West Anthony,4/16/2019,17.47,5706560548659
West Gabriel,1/16/2019,25.97,6590477525761
Karenside,1/24/2019,9.39,4829062946394
Liumouth,1/1/2019,37.91,5673666505216
Grahamburgh,4/20/2019,40.06,5161825299392
Christopherfurt,5/7/2019,6.39,7608007126056
West Gabriel,5/1/2019,27.45,2827457582877
West Heidi,1/17/2019,5.78,9107695766684
West Angela,1/4/2019,20.33,1920342316739
Christopherfurt,3/25/2019,7.19,6892683521361
Robertport,3/25/2019,35.29,7875812010140
Royland,1/16/2019,4.89,8053338078311
Huntermouth,3/19/2019,15.05,1677081037622
North Madeline,4/7/2019,11.92,737334504750
East Kaylahaven,1/7/2019,5.56,4657638800265
Loganberg,4/18/2019,22.51,3208043296870
North Jason,1/23/2019,6.54,5614763237556
South Latoya,1/31/2019,14.82,6963441669653
Karenberg,3/9/2019,35.68,8631752660819
West Anthony,5/1/2019,23.76,2929352162502
Williamsstad,3/25/2019,42.93,2209997295019
Port Angela,2/6/2019,11.39,6108669570569
Karenside,2/24/2019,27.64,8058212392569
East Kaylahaven,3/21/2019,9.42,1468264328626
South Michelleport,3/23/2019,14.72,490532201639
Pattyland,1/14/2019,40.21,5825972555502
Port Samanthamouth,2/28/2019,38.42,2105089681756
Reynoldsfurt,4/11/2019,42.97,1390651031898
Pattyland,3/27/2019,8.57,3074551600788
North Jasmine,4/24/2019,14.11,4194707515700
North Madeline,3/31/2019,21.24,654159976343
West Anthony,2/11/2019,15.55,5988409590665
Lake Danielberg,1/28/2019,25.98,1418324640212
Royland,2/19/2019,13.02,186046534225
Reynoldsfurt,3/8/2019,6.08,2567207216019
Roberthaven,2/9/2019,11.71,8182769308084
South Evanton,2/25/2019,15.94,2734317617023
Grahamburgh,3/4/2019,34.93,5941003515564
West Ericstad,3/29/2019,40.29,809503355163
Port Frank,2/17/2019,32.44,5387351568133
Lake Danielberg,2/8/2019,22.74,9524007172214
Erikaland,3/24/2019,4.07,6561682951720
Port David,2/11/2019,38,7772695039643
North Barbara,4/27/2019,16.89,5104120535581
Simpsonburgh,2/27/2019,13.38,1577917546598
North Jason,1/23/2019,32.77,2988756645264
Simpsonburgh,1/6/2019,27.2,3681834566855
South Phillip,4/18/2019,35.7,4752370633888
South Karenland,3/16/2019,4.87,2387922433429
New Paulville,3/14/2019,20.26,8812012942801
Johnton,2/14/2019,43.93,5443753596638
Port Johnbury,2/27/2019,11.33,3225778883557
Joneschester,3/12/2019,21.17,1576517155223
West Samuelburgh,2/12/2019,6.76,8530071327895
Huntermouth,4/28/2019,31.43,6660476793567
Deanville,4/1/2019,22.65,7002778816145
Leahton,2/15/2019,25.84,9242697245895
Hurleymouth,4/13/2019,40.93,4915205219019
West Anthony,3/21/2019,15.64,4746854764335
Karenside,1/23/2019,37.62,1952933579896
West Gabriel,2/28/2019,31.82,4153068746970
Carriemouth,3/26/2019,26.91,7852477915591
South Michelleport,3/1/2019,24.55,9789481999843
Rodneyfort,5/5/2019,22.24,5393286273394
Deanville,3/7/2019,31.08,9711261103928
Reynoldsfurt,5/4/2019,8.81,3238113908006
Justinberg,4/27/2019,18.99,3034613378260
Huntermouth,3/2/2019,10.89,1647274547856
West Robert,2/27/2019,8.37,489896842800
Port Angela,2/14/2019,42.04,896909208063
South Karenland,1/9/2019,44.44,3179946450655
Port David,3/24/2019,25.65,2084689891157
Liumouth,1/4/2019,9.1,8147675539090
Simpsonburgh,1/18/2019,15.36,5195666026077
South Evanton,4/14/2019,19.53,8345652117075
West Heidi,4/6/2019,25.06,8916009392669
Port Frank,1/14/2019,43.27,491472563955
East Kaylahaven,2/23/2019,15.94,1602386536198
North Madeline,1/28/2019,42.24,583417289652
Liumouth,4/14/2019,38.95,14588103145
North Madeline,3/6/2019,26.34,1883857992679
Williamsview,4/15/2019,44.74,2759396812039
North Barbara,3/16/2019,25.06,9745705975659
South Evanton,2/7/2019,7.69,9012605783098
Williamsstad,4/26/2019,18.92,1606397653905
Rodneyfort,1/12/2019,7.05,4239149293035
Karenside,4/19/2019,26.45,9293756968552
New Paulton,1/13/2019,29.9,4090332990250
West Robert,1/17/2019,12.71,8503432590634
Jerryton,2/14/2019,24.49,3080437772609
Karenberg,1/16/2019,41.26,3357149373173
Christopherfurt,5/3/2019,14.43,5644928631417
Grahamburgh,3/27/2019,4.63,7324442340207
New Kimberlyborough,3/2/2019,6.08,3872922863721
North Madeline,3/4/2019,6.19,546550288142
North Jason,3/12/2019,5.76,5113425087114
Liumouth,3/16/2019,34.2,2541738362957
New Jacobville,4/21/2019,13.53,5567937032597
Justinberg,4/24/2019,28.76,6493602832935
West Anthony,3/13/2019,5.03,1178018593506
Raymondhaven,1/13/2019,17.33,2830434127398
Royland,3/22/2019,23.31,2832997992475
Rogerston,1/30/2019,8.87,5686977709839
West Anthony,5/3/2019,21.38,9172650498634
Port Frank,4/6/2019,21.02,9714376208717
Lake Jonathanshire,4/11/2019,12.81,5999870428814
South Phillip,1/17/2019,23.46,2628017734404
South Karenland,3/3/2019,22.44,7458610805424
Port Samanthamouth,4/18/2019,23.56,8734248023829
Huntermouth,1/10/2019,43.01,7580698306378
Joneschester,4/22/2019,9.7,8587089133901
West Anthony,4/22/2019,19.95,1212046132747
North Jasmine,4/11/2019,27.54,5003273109567
Reynoldsfurt,3/10/2019,4.1,5690725376594
North Markport,2/22/2019,16.46,2798292218088
Huntermouth,1/9/2019,15.31,1530050197997
Rogerston,3/19/2019,29.88,3979709415828
Deanville,3/5/2019,11.16,4737023393340
Rodneyfort,1/11/2019,23.21,3433717126379
Reynoldsfurt,3/29/2019,31.43,9922313993736
West Josephberg,1/14/2019,9.71,4726129535990
Huntermouth,3/20/2019,40.55,6750623726934
Amandaburgh,4/24/2019,14.55,7836117055007
Port Frank,3/5/2019,36.35,9213719236849
Martinezhaven,1/10/2019,23.62,5469885684920
East Kaylahaven,2/10/2019,6.69,6071841295515
Joneschester,3/10/2019,22.72,8705027938818
West Angela,5/1/2019,23.23,7769940291512
New Paulton,4/24/2019,32.22,2989628941316
Roberthaven,3/5/2019,5.43,605361853427
Port Frank,3/9/2019,6.5,2109093047409
Port Frank,4/4/2019,39.39,7967483376646
Hurleymouth,3/7/2019,41.96,1677330771703
Leahton,3/6/2019,41.29,3310674816591
Johnton,2/7/2019,30.97,6853977450248
Lake Scottton,5/3/2019,25.68,771160797894
Simpsonburgh,1/31/2019,39.23,3697086244830
West Angela,2/21/2019,29.99,4367320607156
Williamsview,4/16/2019,20.38,8227750445178
West Josephberg,4/12/2019,15.49,5118230200567
West Josephberg,2/15/2019,36.7,8334271106867
South Karenland,2/19/2019,39.59,9834070706163
Barajasview,1/2/2019,36.13,8567191526174
East Kaylahaven,1/21/2019,36.89,2411253353023
Loganberg,1/12/2019,36.82,1078107100946
Richardfort,4/22/2019,39.74,4081388893008
Richardfort,1/31/2019,43.92,4066949857460
South Michelleport,4/1/2019,28.84,8846086448082
Barajasview,1/14/2019,19.81,2376258275704
West Heidi,4/18/2019,32.74,1746486459381
Leahton,3/31/2019,4.65,2204196907107
Port Johnbury,1/7/2019,19.08,8839376782201
Justinberg,5/7/2019,18.74,6395645209944
North Barbara,4/10/2019,10.94,355505295148
Barajasview,5/6/2019,17.63,9233210711447
Reynoldsfurt,4/12/2019,21.18,7471389630684
West Christopherberg,2/9/2019,33.97,4253879747453
Leahton,2/23/2019,7.08,3744450559493
Simpsonburgh,3/4/2019,23.33,999763197952
Port Frank,4/5/2019,14.21,8366078746939
West Heidi,4/17/2019,8.91,7617129474198
Robertport,4/24/2019,19.73,7443212616134
Loganberg,5/5/2019,30.47,7769257115143
West Josephberg,3/23/2019,33.12,2335403933616
West Anthony,4/3/2019,31.6,4965334251077
South Michelleport,4/22/2019,9.72,2088915921441
Amandaburgh,4/5/2019,25.55,8581415267582
Justinberg,4/1/2019,40.87,8957673981865
Joneschester,3/10/2019,27.91,1273089327705
Lake Scottton,1/11/2019,31.31,9305780926672
Rodneyfort,3/24/2019,31.41,827420157387
Pattyland,4/25/2019,44.39,1723704076506
Jerryton,2/28/2019,36.87,3091056853372
Lake Scottton,4/11/2019,22.03,2026817631440
Grahamburgh,4/29/2019,13.59,3200697602557
South Latoya,3/29/2019,5.93,2624300505522
Liumouth,3/27/2019,44.27,981646095196
Hurleymouth,3/2/2019,34.65,9380451674236
West Angela,2/15/2019,44.12,1962119538906
Reynoldsfurt,3/14/2019,35.65,9907094547309
Port Johnbury,3/29/2019,14.54,3761244486728
North Jason,2/15/2019,17.35,6041761536159
North Madeline,4/15/2019,37.6,3895257821808
Simpsonburgh,2/15/2019,4.63,60590634054
Hurleymouth,2/13/2019,25.72,8761492384598
West Robert,3/7/2019,4.28,2030781890598
North Jasmine,4/1/2019,28.04,5012381250511
North Jason,4/5/2019,32.18,3373552059268
South Jack,2/1/2019,26.72,5062167553046
West Heidi,2/9/2019,39.76,5522902563780
West Anthony,4/6/2019,14.3,7571962911640
West Ericstad,3/21/2019,18.24,4602951691465
West Samuelburgh,2/27/2019,32.73,5615978341618
New Jacobville,4/9/2019,4.95,4493739026643
Carriemouth,2/21/2019,23.48,4757309916575
Christopherfurt,3/18/2019,7.45,4451216191000
South Phillip,1/16/2019,7.08,8455684324577
Grahamburgh,1/28/2019,44.91,258537071837
Christopherfurt,3/25/2019,23.38,499819477057
Robertport,4/27/2019,41.48,6464585125888
Justinberg,4/26/2019,7.68,1068654868178
Port Frank,4/5/2019,36.08,345798180405
New Jacobville,4/13/2019,43.98,9448599228121
North Jasmine,2/1/2019,8.09,415938107224
Valentineton,3/18/2019,36.04,8732227820711
Huntermouth,1/6/2019,28.74,654209897024
South Jack,3/8/2019,17.17,8790956008800
New Paulton,3/15/2019,4.6,9741461074247
Williamsstad,4/21/2019,26.99,8562558271094
Jerryton,1/6/2019,27.71,9044741327560
Deanville,1/4/2019,4.56,6423110181560
South Evanton,3/22/2019,6.58,8377194684593
New Kimberlyborough,4/29/2019,9.08,3171924269846
Hurleymouth,3/24/2019,8.77,8274792045316
North Barbara,4/1/2019,31.72,9786164746039
West Angela,2/22/2019,19.44,3794957743208
Karenside,3/15/2019,31.89,5438262479794
South Phillip,5/1/2019,38.46,3438539201976
South Karenland,5/8/2019,19.77,7837163332630
Royland,2/21/2019,5.95,8419472819508
South Phillip,1/20/2019,24,7335381694023
South Phillip,5/2/2019,24.23,122972554913
West Gabriel,3/9/2019,14.41,8736179372694
South Karenland,1/14/2019,24.71,8612310537569
Robertport,4/27/2019,11.42,9229559709948
Roberthaven,2/12/2019,37,4695876927320
West Christopherberg,1/11/2019,44.76,2736821667334
Robertport,3/21/2019,8.2,3399765997944
West Anthony,2/7/2019,33.51,4163116879444
New Kimberlyborough,2/9/2019,6.43,6447146283593
Loganberg,2/2/2019,7.12,1273504899848
West Samuelburgh,1/11/2019,25.07,150842311533
New Kimberlyborough,4/24/2019,28.87,7937084886066
Roberthaven,4/25/2019,22.75,7370173740205
Barajasview,4/3/2019,44.15,9596158245970
Royland,2/22/2019,10.19,8898717814964
Rogerston,3/14/2019,10.29,7434755865561
Christopherfurt,2/12/2019,11.7,8493510475659
West Gabriel,2/20/2019,8.44,6912411809711
South Karenland,4/18/2019,8.56,7557919821071
Williamsview,4/26/2019,20.89,2565031924407
Deanville,3/5/2019,42.79,3624951927291
West Samuelburgh,1/16/2019,14.93,501860788836
North Barbara,2/14/2019,4.11,7676958819518
Christopherfurt,3/10/2019,22.65,5004635115882
Jerryton,2/1/2019,37.7,9580453081562
South Latoya,2/9/2019,12.17,9006323786141
South Latoya,3/4/2019,5.04,9877402838460
West Gabriel,3/17/2019,15.95,9297065011626
Lake Jonathanshire,1/23/2019,21.11,7711472105447
North Jasmine,2/10/2019,31.38,4746798812840
Raymondhaven,4/15/2019,6.74,6814069660716
Port Johnbury,3/25/2019,41.61,8060554577818
North Barbara,1/17/2019,18.27,378378458823
New Kimberlyborough,1/27/2019,23.09,5575542360660
Carriemouth,2/26/2019,19.05,1954595027791
West Samuelburgh,2/5/2019,31.94,6733377008433
Martinezhaven,2/17/2019,34.27,234040536506
North Barbara,4/30/2019,28.89,3280924853266
Valentineton,2/8/2019,36.23,6667399787796
West Robert,2/9/2019,26.1,18586563147
Roberthaven,4/7/2019,13.4,4901744924514
West Gabriel,4/20/2019,23.69,4906123013063
Karenberg,2/18/2019,44.08,7216870520002
Rogerston,3/8/2019,17.81,8564688877511
West Angela,1/12/2019,20.46,5241313119408
New Kimberlyborough,4/1/2019,10.76,9128314710444
Justinberg,2/20/2019,31.31,9201627426971
South Michelleport,1/2/2019,37.34,7660983928505
South Evanton,1/11/2019,39.99,9389412340616
Johnton,4/11/2019,33.12,7226095312061
Grahamburgh,4/3/2019,5.09,8563291978035
Rogerston,2/16/2019,20.64,8147119935068
South Karenland,4/21/2019,7.44,3546758082082
North Barbara,3/8/2019,29.15,96327208793
Jerryton,3/20/2019,15.37,931767662333
West Christopherberg,4/25/2019,35.39,7477243029144
South Jack,2/13/2019,32.64,880719000627
Port Samanthamouth,1/28/2019,15.49,3267076599938
New Paulton,3/29/2019,43.79,7069182200045
Carriemouth,4/18/2019,37.63,7736868729205
North Jasmine,2/27/2019,35.31,9250348453537
Rogerston,1/16/2019,31.34,132229043541
Port David,2/3/2019,21.2,571426064278
Williamsview,4/11/2019,33.68,2743576865816
South Evanton,4/26/2019,42.99,4021951320296
South Evanton,3/25/2019,23.48,4595712810673
Port David,4/7/2019,39.51,5955263794133
West Christopherberg,2/8/2019,14.22,3725594191671
New Paulton,3/19/2019,40.2,8200670656817
Leahton,2/4/2019,15.37,9588333638752
Valentineton,4/28/2019,5.73,211077450937
Port David,3/14/2019,9.22,3636094509357
West Robert,2/12/2019,14.8,8061825242787
Valentineton,1/2/2019,34.79,6364347026456
Port Johnbury,2/20/2019,27.1,3559371442324
Richardfort,3/4/2019,14.83,9474112834050
Karenberg,1/8/2019,9.5,1452908053234
West Robert,3/14/2019,18.28,4582728938880
New Paulville,2/15/2019,28.18,2042625414105
West Patrickchester,5/3/2019,44.85,9421076208137
Loganberg,4/3/2019,5.16,9234858994858
Pattyland,5/2/2019,4.23,165884747714
West Christopherberg,2/20/2019,26.9,1241904355851
Leahton,2/5/2019,8.38,5895519228312
Richardfort,3/28/2019,7.75,5539056178883
West Anthony,3/11/2019,41.37,1133824003625
East Kaylahaven,4/17/2019,41.19,632034433617
Williamsstad,4/1/2019,16.83,1516898097903
South Phillip,2/12/2019,23.69,3667620137676
West Samuelburgh,1/18/2019,16.96,3936672434669
Royland,3/24/2019,10.05,2956667449547
Justinberg,1/24/2019,8.83,1863373026072
Karenberg,1/30/2019,8.79,3832465976005
North Markport,4/9/2019,20.23,2580600321555
Roberthaven,3/17/2019,26.71,9351523593625
Royland,1/11/2019,43.07,758051257033
Hurleymouth,1/31/2019,19.23,9537342512126
Roberthaven,4/22/2019,31.29,4104819203471
Grahamburgh,3/16/2019,30.66,4739685866279
Johnton,4/26/2019,4.63,3435314950289
Huntermouth,5/7/2019,25.83,961632121092
Pattyland,3/19/2019,18.17,9394782106762
West Robert,4/16/2019,25.65,3598783489879
Leahton,4/13/2019,18.25,6160383330317
Port Frank,4/18/2019,33.73,2262735363722
Port Frank,2/28/2019,33.83,1263734830322
West Josephberg,3/8/2019,9.54,8122518407125
Grahamburgh,2/8/2019,10.63,3654329505875
Williamsstad,5/6/2019,26.43,8987900630211
North Barbara,3/27/2019,33.4,5616232989843
South Phillip,4/17/2019,42.3,1295834729480
Erikaland,2/5/2019,14.13,9877186615998
Port Samanthamouth,1/19/2019,38.58,2627706491192
North Jasmine,4/21/2019,5.31,2978643106961
West Gabriel,4/27/2019,37.74,7635908923026
Rodneyfort,2/6/2019,27.87,9791961135733
New Paulton,4/27/2019,19.06,200114730453
Hurleymouth,4/22/2019,9.14,5563891443844
South Phillip,3/2/2019,30.62,4979353054069
West Ericstad,1/25/2019,23.27,2128083228895
Port Samanthamouth,3/20/2019,36.7,818657902024
West Josephberg,1/17/2019,7.87,2300524346997
Port Angela,3/10/2019,43.18,1889756483447
West Gabriel,4/25/2019,10.86,8501534816997
Hurleymouth,2/15/2019,42.61,9951997361357
Jerryton,4/18/2019,42.8,2662884342881
Lake Danielberg,2/9/2019,10.62,9241723273680
South Phillip,1/14/2019,41.66,2773169266119
West Robert,3/28/2019,35.88,2845456872898
New Kimberlyborough,4/28/2019,33.35,9501644249110
New Paulville,5/2/2019,12.08,616282203086
West Josephberg,4/30/2019,40.08,5405559091854
Erikaland,3/17/2019,39.58,6422633857150
North Madeline,4/8/2019,25.79,9441483043169
West Heidi,4/6/2019,23.41,9786796535049
Reynoldsfurt,2/2/2019,29.07,1864214108957
South Latoya,1/18/2019,5.69,701359361728
Amandaburgh,3/7/2019,18.76,3419454549176
West Josephberg,1/20/2019,38.39,4397728070153
Lake Jonathanshire,1/29/2019,41.05,6649692036139
West Anthony,4/18/2019,31.16,8478263285526
Raymondhaven,4/6/2019,30.36,8733066774197
Hurleymouth,1/11/2019,37.44,7883631639510
Roberthaven,1/28/2019,21.72,7329967171497
New Paulville,4/29/2019,14.59,3633773352426
Robertport,3/26/2019,13.34,5448152130582
Port Frank,1/19/2019,4.86,5084604122837
Rogerston,3/26/2019,13.97,2819922682847
Liumouth,1/16/2019,6.02,3852178705457
Lake Danielberg,1/21/2019,14.09,9568308937660
West Josephberg,3/21/2019,6.13,2303866275192
Leahton,1/15/2019,21.95,1795517114461
Huntermouth,4/3/2019,29.88,8967623538278
Lake Danielberg,5/3/2019,19.97,554189360191
Loganberg,2/21/2019,7.49,641484440175
North Madeline,2/16/2019,37.75,1453604070822
Hurleymouth,4/9/2019,20.31,2511587245343
Port Johnbury,3/30/2019,19.48,5137842721901
Royland,5/7/2019,36.22,2538030596845
Richardfort,2/14/2019,44.11,2503858662225
Johnton,1/25/2019,28.14,7110470975159
North Jason,4/12/2019,33.12,1713993326185
South Phillip,1/5/2019,41.55,8825678119661
Reynoldsfurt,1/21/2019,25.19,1033224475506
West Ericstad,4/12/2019,27.69,4567962930203
Richardfort,4/27/2019,30.31,6106446829435
West Heidi,4/22/2019,8.89,5408402630569
Johnton,3/4/2019,36.76,3273293541841
